delta_power_ch0,delta_power_ch1,delta_power_ch2,delta_power_mean,delta_power_std,theta_power_ch0,theta_power_ch1,theta_power_ch2,theta_power_mean,theta_power_std,mu_power_ch0,mu_power_ch1,mu_power_ch2,mu_power_mean,mu_power_std,alpha_power_ch0,alpha_power_ch1,alpha_power_ch2,alpha_power_mean,alpha_power_std,beta_power_ch0,beta_power_ch1,beta_power_ch2,beta_power_mean,beta_power_std,gamma_power_ch0,gamma_power_ch1,gamma_power_ch2,gamma_power_mean,gamma_power_std,total_power_ch0,total_power_ch1,total_power_ch2,total_power_mean,mu_beta_ratio,beta_gamma_ratio,mu_alpha_ratio,alpha_beta_ratio,mean_ch0,std_ch0,var_ch0,skewness_ch0,kurtosis_ch0,zcr_ch0,energy_ch0,mean_ch1,std_ch1,var_ch1,skewness_ch1,kurtosis_ch1,zcr_ch1,energy_ch1,mean_ch2,std_ch2,var_ch2,skewness_ch2,kurtosis_ch2,zcr_ch2,energy_ch2,mean_all,std_all,max_amplitude,min_amplitude,hjorth_activity_ch0,hjorth_mobility_ch0,hjorth_complexity_ch0,hjorth_activity_ch1,hjorth_mobility_ch1,hjorth_complexity_ch1,hjorth_activity_ch2,hjorth_mobility_ch2,hjorth_complexity_ch2,hjorth_activity_mean,hjorth_mobility_mean,hjorth_complexity_mean,mean_correlation,std_correlation,max_correlation,min_correlation,power_range,power_std,dominant_channel,filename,subject,method,direction,pattern,iteration,label,erd_score,quality_score
2.9273017723672063e-09,3.1731922939525216e-09,2.3091640957681977e-09,2.803219387362642e-09,3.634863688555854e-10,2.045609089206959e-09,2.0149685886870227e-09,1.0835788066027518e-09,1.7147188281655781e-09,4.4645866190258603e-10,1.7854961544296303e-10,1.6375181632091078e-10,1.3394790164114915e-10,1.5874977780167433e-10,1.8548917498076497e-11,2.0461885956332572e-10,1.8672618888586684e-10,1.5270086204845567e-10,1.813486368325494e-10,2.1533820934414114e-11,1.0274094630565883e-10,1.064356491473943e-10,4.3557322248030476e-11,8.424463923369454e-11,2.880979034855006e-11,4.442795806424884e-12,4.698495139466006e-12,4.645078590758572e-12,4.595456512216487e-12,1.1012810794266295e-13,5.284713463249574e-09,5.486021215812273e-09,3.5936461652581954e-09,4.7881269481066815e-09,0.8689916484328815,0.8055120060666239,0.5624382668863085,0.9924933828883825,-8.806369809360873e-06,9.094107794356932e-05,8.270279657538351e-09,0.1526308398372472,-0.8710009568419341,0.032,6.26087385506818e-06,-9.009179331299191e-06,9.174479771907818e-05,8.417107908514574e-09,0.13835392654946324,-0.8903969086652439,0.032,6.373704915553561e-06,-9.431512001748365e-06,8.35919790920857e-05,6.987618968531693e-09,0.14797183665579175,-0.7877534741987686,0.029333333333333333,5.307429290378111e-06,-9.082353714136144e-06,8.883544706872443e-05,0.00019462326679471522,-0.00019462326679471522,8.270279657538351e-09,0.11173204205485829,2.4442881501554483,8.417107908514574e-09,0.11089212055490809,2.4941371828808183,6.987618968531693e-09,0.09026790580656968,2.4553115884498355,7.891668844861539e-09,0.10429735613877868,2.4645789738287007,0.9422235884862613,0.03949301096510826,0.9980299664952946,0.9123754051964308,1.4294889399828803e-09,6.420639988818309e-10,1,kshama_move_RL_lower_2.edf,kshama,move,RL,lower,2,0,65.57461281329479,0.0
7.830713145118729e-09,7.78862582754945e-09,6.775301235377003e-09,7.464880069348395e-09,4.879085035612391e-10,5.059434798395489e-10,5.054143996794921e-10,3.972417669156388e-10,4.695332154782266e-10,5.1118229839669384e-11,3.1223258209285017e-10,2.9996737448010994e-10,2.1449846814035898e-10,2.7556614157110636e-10,4.347071338368099e-11,3.6022134245714435e-10,3.4630588625584436e-10,2.569849815047004e-10,3.211707367392297e-10,4.5740342234492545e-11,7.1534190085385e-11,7.065619517114846e-11,8.693166032493322e-11,7.637401519382222e-11,7.473982508373525e-12,4.3376838593079164e-12,4.242171561340069e-12,1.3522836920571652e-11,7.36756411373988e-12,4.352609802915778e-12,8.772749841360116e-09,8.715244480217272e-09,7.529982481042851e-09,8.339325600873412e-09,1.5751448088523654,0.7097248094777999,0.6504709930682019,1.8346705144807929,-1.5254224547365154e-07,0.00014680274039187842,2.155104458656525e-08,-0.4243952688401353,-0.32940475439260863,0.010666666666666666,1.6163300891776428e-05,-5.507570626001925e-07,0.00014709146172616549,2.163589811274001e-08,-0.4233702054745674,-0.3542053789471038,0.010666666666666666,1.6227151084561507e-05,-2.6127024726163203e-06,0.00013617300676853626,1.8543087772383822e-08,-0.31733539338493033,-0.30242318538650803,0.017333333333333333,1.3912435489945678e-05,-1.1053339268967136e-06,0.00014344977982916565,0.0004791683648116304,-0.0004791683648116304,2.155104458656525e-08,0.07335068040700451,3.437796733466789,2.163589811274001e-08,0.0730495448849469,3.496140385608457,1.8543087772383822e-08,0.07752510520009262,4.735645770970626,2.057667682389636e-08,0.07464177683068134,3.889860963348624,0.9305549635152865,0.048968302548844336,0.9997798231599521,0.8942748745086461,3.0928103403561873e-09,1.4383818114000705e-09,1,kshama_move_RL_lower_3.edf,kshama,move,RL,lower,3,0,81.75104290494176,0.0
4.065412289895789e-09,4.073181469947682e-09,4.0536036894346666e-09,4.064065816426046e-09,8.049104114019852e-12,1.3948063454881402e-09,1.4796130374944721e-09,9.201158955461784e-10,1.26484509284293e-09,2.4620683493614516e-10,3.2231583272044593e-10,3.1348031946945707e-10,2.6845783360924644e-10,3.0141799526638317e-10,2.358383296456195e-11,3.47063931736909e-10,3.386929638819978e-10,3.046269369023914e-10,3.3012794417376607e-10,1.835291629138754e-11,9.073071387061577e-11,9.253222390796143e-11,1.1662797247548886e-10,9.996363675135535e-11,1.1806394410054195e-11,6.285156280074249e-12,5.525579892956586e-12,6.219158170695013e-12,6.00996478124195e-12,3.435699614438825e-13,5.904298437271526e-09,5.989545275125067e-09,5.401193652529421e-09,5.765012454975339e-09,1.5191180352931763,0.942839169949122,0.6996697796332896,1.6616750792925021,1.5624450910818854e-05,0.000172350873788031,2.970482369549779e-08,0.8291465620240357,1.6899305267060587,0.032,2.2461710371321788e-05,1.546783544206806e-05,0.00017237985058427742,2.971481288745781e-08,0.813364850403665,1.6283096389893208,0.029333333333333333,2.246555011554053e-05,1.7665202070492545e-05,0.00015260158531318644,2.3287243840097723e-08,0.39469141710762434,1.684008851945662,0.010666666666666666,1.7699477403216793e-05,1.6252496141126483e-05,0.00016604204918666451,0.0005963258631448134,-0.0004840254417274666,2.970482369549779e-08,0.08201613926232744,5.879713489055043,2.971481288745781e-08,0.08205950914153533,5.876750002089362,2.3287243840097723e-08,0.09053018115833036,5.026130472224464,2.7568960141017775e-08,0.08486860985406437,5.594197987789623,0.7538162469190524,0.17392807581879619,0.9997870473631908,0.6303436776341999,6.427569047360088e-09,3.027633377977192e-09,1,kshama_move_RL_straight_1.edf,kshama,move,RL,straight,1,0,-18.557935561566005,0.0
8.670782220883866e-09,8.773021993760994e-09,8.672236866261845e-09,8.705347026968901e-09,4.785711264467065e-11,2.860315495074271e-09,2.8501516929323995e-09,1.520397824380853e-09,2.410288337462508e-09,6.292612969045757e-10,5.458321396814083e-10,5.43246229360318e-10,2.1685340030147143e-10,4.353105897810659e-10,1.5447616743808683e-10,6.241972707318699e-10,6.232561248130221e-10,2.412874927352329e-10,4.962469627600416e-10,1.8028397960885423e-10,8.094878605179983e-11,8.690224256928793e-11,3.453352647585891e-11,6.74615183656489e-11,2.341011745018183e-11,4.77076227997177e-12,4.512715156244927e-12,5.4760835891581836e-12,4.91985367512496e-12,4.071779852144755e-13,1.2241014535021781e-08,1.2337844769231953e-08,1.0473931793442947e-08,1.1684263699232226e-08,2.511657120113425,0.6438443642440542,0.7134054288541881,2.8592518198535752,1.573006351271203e-06,0.0001419538483977033,2.015089507491813e-08,-0.04589577712530533,-0.11054948284764743,0.050666666666666665,1.5115027067924455e-05,1.7125936856296578e-06,0.00014187028773637801,2.012717854240269e-08,-0.04165131500815614,-0.10349385595299543,0.030666666666666665,1.5097583639651061e-05,3.1911948592071806e-06,0.00013292590014970593,1.766929493060959e-08,-0.020199242767643674,0.20141063488210298,0.018666666666666668,1.3259608991429265e-05,2.1589316320360143e-06,0.00013898318440408252,0.00037489783225865285,-0.00036554781683867637,2.015089507491813e-08,0.08286530722763369,3.2848574809572715,2.012717854240269e-08,0.0826353900485094,3.2567772641458443,1.766929493060959e-08,0.06278535508349742,3.377230269574593,1.9315789515976805e-08,0.07609535078654683,3.3062883382259027,0.9648087510180136,0.024267199755668167,0.9991247017858034,0.9472543943161671,2.48160014430854e-09,1.1642877459950357e-09,0,kshama_move_RL_straight_2.edf,kshama,move,RL,straight,2,0,25.103152798281766,0.0
8.194178663921564e-09,8.254477543025493e-09,7.077547376487043e-09,7.8420678611447e-09,5.411578126579968e-10,1.229055684287738e-09,1.2396401574659226e-09,6.126239974553262e-10,1.0271066130696623e-09,2.931153205969635e-10,1.212918130451006e-09,1.2011128124454897e-09,6.231548015689048e-10,1.0123952481551336e-09,2.752767520481741e-10,1.2780866851424497e-09,1.265108836358623e-09,6.9285522548858e-10,1.0786835823298843e-09,2.728732878668651e-10,1.85420207442739e-10,1.80995588912235e-10,1.5466963469597323e-10,1.7369514368364909e-10,1.3573793536694665e-11,1.0700114843519587e-11,1.1119292548057542e-11,2.8009770861084605e-11,1.6609726084220578e-11,8.062865213345854e-12,1.0897441355638004e-08,1.0951341418310336e-08,8.565706004988004e-09,1.0138162926312114e-08,3.656997262293352,1.5040274016635473,0.8486584508455568,3.9002512480179288,-6.596038051155333e-06,0.00016649256431390246,2.7719773971818946e-08,-0.18900535974528665,-0.685116809391177,0.02666666666666667,2.0822461267343425e-05,-6.880568197584578e-06,0.00016734341833211312,2.800381965907661e-08,-0.1835039811475136,-0.6935687403067807,0.02666666666666667,2.1038371408348664e-05,-7.287394561955552e-06,0.00014823495790318865,2.197360274456011e-08,0.03987134469151878,-0.6394192202886462,0.018666666666666668,1.65200316480463e-05,-6.921333603565152e-06,0.0001609321159734705,0.00045441764814007203,-0.00045441764814007203,2.7719773971818946e-08,0.09440786098885795,3.0295149465986455,2.800381965907661e-08,0.0942605125912999,3.064607589331085,2.197360274456011e-08,0.08530069764292914,4.4119039568769605,2.5899065458485223e-08,0.091323023741029,3.5020088309355635,0.8754499713529809,0.08790544006070145,0.9997651956117757,0.8127063971834174,6.0302169145165e-09,2.77814250017581e-09,1,kshama_move_RL_straight_3.edf,kshama,move,RL,straight,3,0,61.439349053045675,0.0
9.988519432614668e-09,9.915642954399423e-09,9.044215035095724e-09,9.649459140703272e-09,4.2900510160041586e-10,7.896135666263631e-10,7.908811967866829e-10,7.370051034093361e-10,7.724999556074606e-10,2.510398535400138e-11,2.2854889996602453e-10,2.2315974606371256e-10,2.5251573908796603e-10,2.3474146170590104e-10,1.2759426509751955e-11,2.454349226187206e-10,2.3939338553872476e-10,2.7598253895210155e-10,2.5360361570318227e-10,1.6015350904845535e-11,4.8951476394071786e-11,4.446129551769915e-11,8.71668499144602e-11,6.019320727541038e-11,1.916113216888137e-11,4.027456869691259e-12,3.776358851093558e-12,6.075159688092181e-12,4.626325136292332e-12,1.0295965949835961e-12,1.1076546855123516e-08,1.0994155191093628e-08,1.0150444687059712e-08,1.0740382244425617e-08,1.4761015243768396,0.5735809700432416,0.6635891432306316,1.5931410559422023,-1.0912077031987685e-05,0.00018338139950161724,3.3628737683171745e-08,-0.22479472361639874,-0.8015568879297796,0.010666666666666666,2.5310858331242832e-05,-1.1178010392957564e-05,0.00018329886740376774,3.359847479150403e-08,-0.22474526743730133,-0.8059728123656527,0.010666666666666666,2.5292567030886825e-05,-1.8488799365970426e-05,0.0001631157602474239,2.6606751241095075e-08,0.11326757437615115,-0.11078122514776423,0.014666666666666666,2.0211440207317633e-05,-1.3526295596971892e-05,0.0001768906806868139,0.00046727399314554533,-0.00046727399314554533,3.3628737683171745e-08,0.07850222209916322,4.576707414199937,3.359847479150403e-08,0.0786044287550168,4.559431164036841,2.6606751241095075e-08,0.07480274158181344,4.68136554943322,3.1277987905256956e-08,0.07730313081199781,4.605834709223333,0.7057562419267934,0.2079340620106186,0.9998128859102328,0.5570312133454405,7.02198644207667e-09,3.303086227566641e-09,0,kshama_move_RL_upper_1.edf,kshama,move,RL,upper,1,0,64.04339579227091,0.0
7.304018077501206e-09,7.458163624662288e-09,5.427373182928852e-09,6.729851628364115e-09,9.231387718160229e-10,2.979677415157845e-09,3.0524080914615576e-09,1.3953527176936423e-09,2.475812741437682e-09,7.645773712758469e-10,3.2725853054527336e-10,3.300353142182755e-10,1.3703453769178748e-10,2.647761274851121e-10,9.033405763825062e-11,3.6547429132347767e-10,3.7111990406003434e-10,1.4810612253488051e-10,2.949001059727975e-10,1.0382460664014539e-10,9.233972775585776e-11,8.607516567441601e-11,3.887327622517564e-11,7.242938988514981e-11,2.3865187442365892e-11,2.8162648031200448e-12,3.0435326540008315e-12,2.3415797836233426e-12,2.733792413581406e-12,2.9244455809031406e-13,1.0744325776541513e-08,1.0970810318512297e-08,7.012046879166171e-09,9.575727658073327e-09,1.4872957193551597,0.7044236645435883,0.6519735098175627,1.653698684295872,-1.6057270810224566e-06,0.00012867602114400084,1.6557518417451354e-08,0.4710392551053145,-0.4483706005330639,0.029333333333333333,1.2420072582682563e-05,-1.7206734783175893e-06,0.00012778348354399835,1.6328618666639296e-08,0.5078004186168624,-0.3542765206655063,0.032,1.224868453789371e-05,-9.583489312640658e-07,0.00010933758147346671,1.1954706722466971e-08,0.5788438513181436,-0.3242727566942363,0.018666666666666668,8.966718866355769e-06,-1.4282498302013743e-06,0.00012225817167395802,0.00032780461683778106,-0.00025508204809928563,1.6557518417451354e-08,0.09252539499967195,2.6826320487726765,1.6328618666639296e-08,0.09337132381553209,2.662552267767958,1.1954706722466971e-08,0.077071118213688,2.5191424289036912,1.4946947935519208e-08,0.08765594567629735,2.6214422484814417,0.9549384569898854,0.031010980020369668,0.9987875804693148,0.9323341156535626,4.602811694984383e-09,2.117896658133047e-09,0,kshama_move_RL_upper_2.edf,kshama,move,RL,upper,2,0,49.16994557114696,0.0
1.3443783294749138e-08,1.3528457131709354e-08,1.2502717253116646e-08,1.3158319226525047e-08,4.648676337189135e-10,1.3791660884117134e-09,1.394718395109854e-09,1.2897724899882837e-09,1.3545523245032836e-09,4.6244198055910004e-11,2.1475075459694189e-10,2.1319286329478382e-10,1.9276361352983945e-10,2.0690241047385505e-10,1.0017848757606383e-11,2.521349248386087e-10,2.4885061509866964e-10,2.350952305543423e-10,2.453602568305402e-10,7.381271162215878e-12,1.0106489234282855e-10,9.834977720821269e-11,1.2991271032010085e-10,1.0977579329038068e-10,1.4282029107586689e-11,3.0441225536475765e-12,3.390157123384277e-12,8.658116705240532e-12,5.0307987940907954e-12,2.5687884825696836e-12,1.517919332289594e-08,1.5273766076249476e-08,1.416615580068461e-08,1.4873038399943342e-08,0.9937735473687997,1.0425503832194325,0.5987444142620619,1.1770479922278365,-1.1131892453769887e-05,0.0001990261159373845,3.9611394825121214e-08,0.21301718819058083,-0.996986538664355,0.009333333333333334,2.9801485391042628e-05,-1.1222416802457815e-05,0.00019997808210285104,3.999123332153463e-08,0.21082444620645882,-1.0048722111686437,0.009333333333333334,3.0087881970317033e-05,-1.3340124839629126e-05,0.00019303673809083717,3.726318225275047e-08,0.1959505549372133,-0.9911573265939388,0.009333333333333334,2.8080855887615517e-05,-1.1898144698618944e-05,0.00019737353204590338,0.000462180994613811,-0.000462180994613811,3.9611394825121214e-08,0.0610176856067062,4.3194062019550605,3.999123332153463e-08,0.06113050218423198,4.368800274084343,3.726318225275047e-08,0.06201495942334316,5.295558042081532,3.8955270133135435e-08,0.06138771573809378,4.661254839373645,0.9421031011085231,0.04081826491985506,0.9998270094955505,0.912842490426592,2.7280510687841602e-09,1.2064936433176022e-09,1,kshama_move_RL_upper_3.edf,kshama,move,RL,upper,3,0,39.55696156426838,0.0
2.693540008193734e-08,2.5861276951005197e-08,1.6946129974175415e-08,2.3247602335705984e-08,4.4773392818690215e-09,8.121966505996678e-09,8.232234404416725e-09,5.777141832711664e-09,7.377114247708356e-09,1.1322466012073086e-09,1.0767501126758092e-09,1.1266246818844485e-09,9.970437384028956e-10,1.0668061776543845e-09,5.33664477062451e-11,1.2086089570936723e-09,1.2529537411491652e-09,1.1900679971262844e-09,1.2172102317897074e-09,2.6383588903272334e-11,1.0826880339156752e-10,1.0337778269659041e-10,1.385743983931964e-10,1.1674032816045144e-10,1.5567604997900895e-11,6.041825691681055e-12,6.6434315610391455e-12,7.299521113650871e-12,6.6615927887903574e-12,5.136125752977834e-13,3.6380286174110915e-08,3.545648631082871e-08,2.405921372352023e-08,3.1965328736153285e-08,4.962913766438216,1.093950490877706,0.8094655390082606,5.65069605781456,-6.218761784388567e-06,0.00020720055319321378,4.293206924357381e-08,-0.20318766113819547,-0.7528490286283689,0.02666666666666667,3.222805668127859e-05,-6.639640369290841e-06,0.00020541388152116302,4.21948627215904e-08,-0.16583889403818125,-0.75274522945876,0.029333333333333333,3.167921065936794e-05,-1.0826125616381174e-05,0.0001834188304683904,3.364246737039213e-08,-0.22366554443464906,-0.5859287798292736,0.02666666666666667,2.5319754274690347e-05,-7.894842590020187e-06,0.00019898272666676281,0.0005352911910083116,-0.0005352911910083116,4.293206924357381e-08,0.08449829880048458,3.1263195888519433,4.21948627215904e-08,0.08522110506112468,3.0723880693012515,3.364246737039213e-08,0.0974156403913239,3.2968844817447027,3.9589799778518786e-08,0.08904501475097772,3.165197379965966,0.6629224773926939,0.23787346639717283,0.9992726612631084,0.48954215909697607,9.289601873181676e-09,4.216154681189868e-09,0,kshama_watch_LR_lower_1.edf,kshama,watch,LR,lower,1,1,47.60816988681073,0.0
8.800401699294046e-09,8.599229932557566e-09,7.020228178481774e-09,8.13995327011113e-09,7.960132873896198e-10,2.91288411455124e-09,2.834599813661969e-09,1.7062936652440991e-09,2.4845925311524358e-09,5.512676007452176e-10,3.4268942866855807e-10,3.5614185716464953e-10,3.433710922006491e-10,3.4740079267795227e-10,6.187127635297669e-12,4.5152379571123797e-10,4.654264742344537e-10,5.005995383263316e-10,4.72516602757341e-10,2.0652837902800424e-11,6.43290962023772e-11,6.873331055925896e-11,1.0248961662778832e-10,7.851734112980816e-11,1.704605077309963e-11,4.023769904353344e-12,4.3657443227873e-12,5.1195641417108e-12,4.503026122950482e-12,4.577670238221511e-13,1.2233162475663251e-08,1.1972355275336039e-08,9.334730562821708e-09,1.1180082771273665e-08,1.963936885060967,0.7506567224557398,0.6076427430443211,2.6594196712797324,2.1087351857919777e-05,0.0001536367235575581,2.3604242825501524e-08,0.7092870907205936,-0.037985174320793735,0.02666666666666667,1.8036689425410927e-05,2.127665560808264e-05,0.00015300537627816748,2.341064517002362e-08,0.7292508539959971,0.005652403539203821,0.021333333333333333,1.7897505932916433e-05,1.5831825984351745e-05,0.00013671991105272067,1.8692334078263853e-08,0.8292308158412346,0.7371923917855203,0.02666666666666667,1.4207235594196986e-05,1.9398611150118048e-05,0.0001480161285427729,0.0005791110998321805,-0.00025979933299300373,2.3604242825501524e-08,0.07748019679948692,3.655715295091185,2.341064517002362e-08,0.07741730739678632,3.6777039761594112,1.8692334078263853e-08,0.0959016251853066,3.5469496256294364,2.1902407357929664e-08,0.08359970979385994,3.626789632293344,0.751162846048039,0.175503643725973,0.9993473684737539,0.6246987579275628,4.911908747237671e-09,2.271240169110253e-09,0,kshama_watch_LR_lower_2.edf,kshama,watch,LR,lower,2,1,-22.246200885066088,0.0
7.22830455860632e-09,7.219561797204374e-09,6.503709753000425e-09,6.983858702937039e-09,3.3953533891988154e-10,1.1498734040594076e-09,1.1442321228399373e-09,7.183151679034793e-10,1.0041402316009413e-09,2.0212196201253176e-10,2.4546572535022673e-10,2.383547989854489e-10,1.8966825828782591e-10,2.244962608745005e-10,2.4797629477759665e-11,2.885635709746263e-10,2.8068846582881e-10,2.3055126625109273e-10,2.6660110101817634e-10,2.569302447896365e-11,1.157657823040458e-10,1.128158785625978e-10,9.951253829888987e-11,1.0936473305517783e-10,7.069879261478378e-12,6.496633746448924e-12,7.124060905154909e-12,1.3122613701567049e-11,8.914436117723627e-12,2.9866352464205334e-12,8.789003949690852e-09,8.764422325340879e-09,7.565211339155456e-09,8.372879204729062e-09,1.069437367750995,1.006619121921782,0.6105449723845607,1.2706305991890974,3.925310081124752e-06,0.00013288558511413156,1.7658578731125105e-08,-0.43227064372922885,0.2606962459469493,0.018666666666666668,1.3255490092768564e-05,3.600271350876839e-06,0.0001327303491422973,1.761734558343614e-08,-0.4422294659502605,0.29072880174583204,0.018666666666666668,1.322273065292706e-05,2.5934094680656235e-06,0.00012254088610602815,1.501626876765056e-08,-0.24157800899606194,0.12660751866153142,0.012,1.1267245905239712e-05,3.372996966689073e-06,0.0001294773565046567,0.00048681731732798286,-0.00048681731732798286,1.7658578731125105e-08,0.09363849934148415,3.0839084287627694,1.761734558343614e-08,0.0944651626302552,3.086867252616912,1.501626876765056e-08,0.0851774376370974,4.001411498436024,1.6764064360737268e-08,0.09109369986961224,3.390729059938568,0.9390572211699303,0.0427173485244596,0.9994678843154995,0.9085842495877202,2.642309963474544e-09,1.2359927506602597e-09,0,kshama_watch_LR_lower_3.edf,kshama,watch,LR,lower,3,1,2.047200823539312,0.0
2.4351022189829988e-08,2.4214622871770678e-08,1.8047627397911267e-08,2.2204424153170643e-08,2.939826598275588e-09,3.794857198017958e-09,3.721673611775811e-09,3.3858318035378588e-09,3.6341208711105423e-09,1.7809090399924042e-10,6.281476044300356e-10,6.448013460358701e-10,9.246498904731918e-10,7.325329469796992e-10,1.3601722136143856e-10,7.387496237555361e-10,7.572595681086616e-10,1.0846682639438154e-09,8.60225818602671e-10,1.588845764761816e-10,1.717387106355883e-10,1.8091416057584734e-10,3.479497171323345e-10,2.3353419611459004e-10,8.099066122182644e-11,1.0876466312549108e-11,1.1129145505748728e-11,1.994180585012086e-11,1.3982472556139566e-11,4.2151474213234395e-12,2.9067244188551628e-08,2.8885599357736748e-08,2.2886018988375383e-08,2.6946287511554584e-08,2.2237123272374943,2.0259568112113207,0.760529713120787,2.611902164418773,2.077311708713845e-07,0.00020321473157649237,4.129622712970585e-08,-0.23571446547396813,-0.9929892465862782,0.021333333333333333,3.097220271145891e-05,1.8358570722473363e-07,0.00020389151790849283,4.157175107502925e-08,-0.23279916879636706,-0.9871078283824617,0.021333333333333333,3.117883858405586e-05,1.7930700896734316e-07,0.00019240910788339953,3.7021264796485676e-08,-0.11939164519646725,-0.6462567225354126,0.021333333333333333,2.7765972710616853e-05,1.9020796235448863e-07,0.00019990768158574984,0.0004563763661146849,-0.0004563763661146849,4.129622712970585e-08,0.07834942190318865,3.502575994098796,4.157175107502925e-08,0.07870298446998959,3.5304057896915766,3.7021264796485676e-08,0.08717207603789907,3.622389307115427,3.996308100040693e-08,0.08140816080369244,3.5517903636352663,0.7274581222481563,0.1923315032486576,0.99945292361225,0.5903508855363276,4.550486278543576e-09,2.083217110521107e-09,1,kshama_watch_LR_straight_1.edf,kshama,watch,LR,straight,1,1,-69.49256766248622,0.0
8.748256917602563e-09,8.542393719082734e-09,8.893711251275736e-09,8.728120629320344e-09,1.4412981344580482e-10,1.6015710370621237e-09,1.5351011274340895e-09,1.4223147644886862e-09,1.5196623096616331e-09,7.39908581510309e-11,3.421760329339978e-10,3.500694193108262e-10,4.5742025699049683e-10,3.832219030784403e-10,5.2565027534585347e-11,4.101287750540565e-10,4.167025478740378e-10,5.187961048451975e-10,4.485424759244306e-10,4.97492573122105e-11,1.200723255166687e-10,1.1487517150889925e-10,1.521449533982911e-10,1.29030816807953e-10,1.6481304260337385e-11,8.929429444175457e-12,9.05849200557251e-12,1.4411142443384543e-11,1.0799687964377503e-11,2.5542274600674075e-12,1.0888958484679582e-08,1.061813105790533e-08,1.1001378216451296e-08,1.0836155919678735e-08,1.666042150108715,1.1618129754929432,0.6958268915703014,1.9534725165256004,-6.245454980154331e-06,0.00020733817832943013,4.2989120192966567e-08,0.1938041447980117,-0.8719979427413942,0.010666666666666666,3.227109442565678e-05,-6.177654691873917e-06,0.00020709642391494466,4.288892879835847e-08,0.19873296537165797,-0.869795529120998,0.010666666666666666,3.2195319161887876e-05,-1.1247314233013832e-05,0.00020659601632980955,4.2681913963346936e-08,0.029496367363562506,-0.4494085704879618,0.010666666666666666,3.210631203060232e-05,-7.89014130168069e-06,0.0002070240494630578,0.000686102939169478,-0.000686102939169478,4.2989120192966567e-08,0.07287982098401838,5.850534850654053,4.288892879835847e-08,0.07256890104706644,5.877351317949199,4.2681913963346936e-08,0.08524583037113856,5.34375286386418,4.285332098489065e-08,0.07689818413407447,5.69054634415581,0.8774297535636771,0.08654410848362597,0.9998212309879959,0.8159717930793812,3.072062296196307e-10,1.279188653385318e-10,0,kshama_watch_LR_straight_2.edf,kshama,watch,LR,straight,2,1,-23.531040014371285,0.0
7.573029534329305e-09,7.60492779837259e-09,7.1645915638760545e-09,7.447516298859316e-09,2.0048138577143997e-10,1.6626426645949486e-09,1.68009312605618e-09,1.1517086739487533e-09,1.4981481548666273e-09,2.450732748999599e-10,2.348492227264247e-10,2.3481604820103406e-10,1.341336389133376e-10,2.0126630328026548e-10,4.7469964144984855e-11,2.5939424557220876e-10,2.594001378067977e-10,1.519316128584833e-10,2.2357533207916326e-10,5.065975974747826e-11,5.794412010191225e-11,5.920245557949261e-11,4.705270665195026e-11,5.4733094111118374e-11,5.4550964357955814e-12,6.263991570782183e-12,6.032698882998211e-12,9.559825293415758e-12,7.285505249065384e-12,1.6109568222966124e-12,9.559274556169156e-09,9.609656216698058e-09,8.52484438262866e-09,9.231258385165291e-09,1.2913374915012823,0.5110321852299028,0.6130782676444171,1.4349557434983582,2.4248966926356577e-06,0.00013440307547590586,1.8064186697382047e-08,-0.4567463585173138,1.2099651428816394,0.021333333333333333,1.3552550116014003e-05,2.1838884820754765e-06,0.00013562719499688846,1.839473602272401e-08,-0.4571921937670073,1.1467746060153825,0.024,1.3799629043719614e-05,1.500306680707747e-06,0.00012415095134130335,1.5413458718950674e-08,-0.18729045235879715,1.0256274106358028,0.014666666666666666,1.1561782229315138e-05,2.036363951806297e-06,0.00013149504619012884,0.0005146247507114191,-0.0005146247507114191,1.8064186697382047e-08,0.08885635217007948,3.1961157115122396,1.839473602272401e-08,0.08861316029159946,3.188967219329423,1.5413458718950674e-08,0.07928353826886034,3.9005623241687086,1.729079381301891e-08,0.08558435024351309,3.4285484183367902,0.940575561187473,0.04171010289899668,0.9994736631731911,0.9083230814676269,2.981277303773336e-09,1.334317804644294e-09,1,kshama_watch_LR_straight_3.edf,kshama,watch,LR,straight,3,1,-25.730021879147777,0.0
